date,brand,group,plastic,category,location,count
2022-10-19,Cipla,OTHER,HDPE/PP,Medical Container,Greenhub,0
2022-10-19,MPACT,OTHER,HDPE/PP,Container,Greenhub,0
2022-10-19,mondi,OTHER,HDPE/PP,Container,Greenhub,0
2022-10-19,Dettol,OTHER,PET,Skin/Hair Products,Greenhub,0
2022-10-19,Nestlé,OTHER,HDPE/PP,Food Container/Packaging,Greenhub,4
2022-10-19,Johnson's,OTHER,PET,Medical Container,Greenhub,0
2022-10-19,Sir Fruit,OTHER,PET,Juices,Greenhub,0
2022-10-19,Lucozade,OTHER,PET,Soda,Greenhub,0
2022-10-19,Wimpy,OTHER,HDPE/PP,Food Container/Packaging,Greenhub,0
2022-10-19,Check Value Sun Oil,OTHER,PET,Sunflower Oil,Greenhub,0
2022-10-19,Check Value Washing,OTHER,PET,Cleaning Product,Greenhub,0
2022-10-19,Check Value,OTHER,HDPE/PP,Food Container/Packaging,Greenhub,0
2022-10-19,Twizza,OTHER,PET,Soda,Greenhub,3
2022-10-19,Spar,OTHER,HDPE/PP,Food Container/Packaging,Greenhub,1
2022-10-19,We are AQUA,OTHER,PET,Water,Greenhub,0
2022-10-19,One-Juice,OTHER,PET,Juices,Greenhub,0
2022-10-19,Indlovu,OTHER,PET,Alcohol,Greenhub,0
2022-10-19,Safola,OTHER,PET,Sunflower Oil,Greenhub,0
2022-10-19,Clicks,OTHER,PET,Skin/Hair Products,Greenhub,0
2022-10-19,Sunola,OTHER,PET,Sunflower Oil,Greenhub,0
2022-10-19,Rider's Vodka,OTHER,PET,Alcohol,Greenhub,0
2022-10-19,Volutrip,OTHER,HDPE/PP,Medical Container,Greenhub,0
2022-10-19,Swiss Yoghurt,OTHER,HDPE/PP,Food Container/Packaging,Greenhub,0
2022-10-19,Lancewood,OTHER,HDPE/PP,Food Container/Packaging,Greenhub,1
2022-10-19,Pick n Pay,OTHER,HDPE/PP,Food Container/Packaging,Greenhub,2
2022-10-19,Dairymaid,OTHER,HDPE/PP,Milk,Greenhub,2
2022-10-19,Castrol,OTHER,HDPE/PP,Container,Greenhub,0
2022-10-19,Rainbow,OTHER,HDPE/PP,Container,Greenhub,0
2022-10-19,Plascon,OTHER,HDPE/PP,Bucket,Greenhub,0
2022-10-19,Revlon,OTHER,HDPE/PP,Skin/Hair Products,Greenhub,0
2022-10-19,shell,OTHER,HDPE/PP,Container,Greenhub,0
2022-10-19,Natural flow,OTHER,HDPE/PP,Food Container/Packaging,Greenhub,0
2022-10-19,Safripol,OTHER,PET,Container,Greenhub,0
2022-10-19,Blue death,OTHER,HDPE/PP,Cleaning Product,Greenhub,1.5
2022-10-19,Nestlé,OTHER,HDPE/PP,Food Container/Packaging,Greenhub,1.5
2022-10-19,Total,OTHER,HDPE/PP,Cleaning Product,Greenhub,1.5
2022-10-19,anti freeza and summer coolant,OTHER,HDPE/PP,Container,Greenhub,1.5
2022-10-19,mondi,OTHER,HDPE/PP,Medical Container,Greenhub,1.5
2022-10-19,dairy day honey dew,OTHER,HDPE/PP,Milk,Greenhub,1.5
2022-10-19,colgate,OTHER,HDPE/PP,Skin/Hair Products,Greenhub,1.5
2022-10-19,shield since 1964,OTHER,HDPE/PP,Bucket,Greenhub,1.5
2022-10-19,royale,OTHER,HDPE/PP,Container,Greenhub,1.5
2022-10-19,petronas,OTHER,HDPE/PP,Container,Greenhub,1.5
2022-10-19,olé,OTHER,HDPE/PP,Tobacco,Greenhub,1.5
2022-10-19,Black Chic,OTHER,HDPE/PP,Skin/Hair Products,Greenhub,1.5
2022-10-19,Bodicare,OTHER,HDPE/PP,Food Container/Packaging,Greenhub,1.5
2022-10-19,sunny touch,OTHER,HDPE/PP,Unidentifiable,Greenhub,1.5
2022-10-19,Renew,OTHER,HDPE/PP,Skin/Hair Products,Greenhub,1.5
2022-10-19,moir's,OTHER,HDPE/PP,Food Container/Packaging,Greenhub,1.5
2022-10-19,epimax,OTHER,HDPE/PP,Skin/Hair Products,Greenhub,1.5
2022-10-19,jills bleach,OTHER,HDPE/PP,Cleaning Product,Greenhub,1.5
2022-10-19,ultrra,OTHER,HDPE/PP,Unidentifiable,Greenhub,1.5
2022-10-19,Appletiser,OTHER,HDPE/PP,Juices,Greenhub,1.5
2022-10-19,Reckitt Benckiser,OTHER,HDPE/PP,Skin/Hair Products,Greenhub,1.5
2022-10-19,madu magdeu,OTHER,HDPE/PP,Milk,Greenhub,1.5
2022-10-19,KFC,OTHER,HDPE/PP,Food Container/Packaging,Greenhub,1.5
2022-10-19,hairglo,OTHER,HDPE/PP,Skin/Hair Products,Greenhub,1.5
2022-10-19,Toyota,OTHER,HDPE/PP,Container,Greenhub,1.5
2022-10-19,Umkhucululu,OTHER,HDPE/PP,Medical Container,Greenhub,1.5
2022-10-19,würth,OTHER,HDPE/PP,Container,Greenhub,1.5
2022-10-19,pantavia,OTHER,HDPE/PP,Unidentifiable,Greenhub,1.5
2022-10-19,the bake king,OTHER,HDPE/PP,Bucket,Greenhub,1.5
2022-10-19,prominent paints,OTHER,HDPE/PP,Bucket,Greenhub,1.5
2022-10-19,cash & carry,OTHER,HDPE/PP,Bucket,Greenhub,1.5
2022-10-19,gritx,OTHER,HDPE/PP,Bucket,Greenhub,1.5
2022-10-19,culinary fusion,OTHER,HDPE/PP,Bucket,Greenhub,1.5
2022-10-19,Klenz,OTHER,HDPE/PP,Bucket,Greenhub,1.5
2022-10-19,activex DCLBP,OTHER,HDPE/PP,Bucket,Greenhub,1.5
2022-10-19,sika,OTHER,HDPE/PP,Bucket,Greenhub,1.5
2022-10-19,kansai plascon,OTHER,HDPE/PP,Bucket,Greenhub,1.5
2022-10-19,dulux,OTHER,HDPE/PP,Bucket,Greenhub,1.5
2022-10-19,Engen,OTHER,HDPE/PP,Bucket,Greenhub,1.5
2022-10-19,Polar,OTHER,HDPE/PP,Bucket,Greenhub,1.5
2022-10-19,dulax,OTHER,HDPE/PP,Bucket,Greenhub,1.5
2022-10-19,prostar,OTHER,HDPE/PP,Bucket,Greenhub,1.5
2022-10-19,granulart,OTHER,HDPE/PP,Bucket,Greenhub,1.5
2022-10-19,panorama biscuits,OTHER,HDPE/PP,Bucket,Greenhub,1.5
2022-10-19,double velvet,OTHER,HDPE/PP,Bucket,Greenhub,1.5
2022-10-19,homestead,OTHER,HDPE/PP,Bucket,Greenhub,1.5
2022-10-19,powa fix,OTHER,HDPE/PP,Bucket,Greenhub,1.5
2022-10-19,lubex,OTHER,HDPE/PP,Container,Greenhub,1.5
2022-10-19,Castrol,OTHER,HDPE/PP,Container,Greenhub,1.5
2022-10-19,shell,OTHER,HDPE/PP,Container,Greenhub,1.5
2022-10-19,valvoline,OTHER,HDPE/PP,Container,Greenhub,1.5
2022-10-19,wbho,OTHER,HDPE/PP,Unidentifiable,Greenhub,1.5
2022-10-21,Coca Cola Beverages South Africa,Coca Cola Beverages South Africa,PET,Soda,Beach-wood,227
2022-10-21,Twist,Coca Cola Beverages South Africa,PET,Soda,Beach-wood,54
2022-10-21,Stoney,Coca Cola Beverages South Africa,PET,Soda,Beach-wood,24
2022-10-21,Sprite,Coca Cola Beverages South Africa,PET,Soda,Beach-wood,10
2022-10-21,Powerade,Coca Cola Beverages South Africa,PET,Soda,Beach-wood,31
2022-10-21,Fanta,Coca Cola Beverages South Africa,PET,Soda,Beach-wood,33
2022-10-21,bonaqua,Coca Cola Beverages South Africa,PET,Water,Beach-wood,16
2022-10-21,Spar-Letta,Coca Cola Beverages South Africa,PET,Water,Beach-wood,21
2022-10-21,Valpré Spring Water,Coca Cola Beverages South Africa,PET,Water,Beach-wood,13
2022-10-21,Schweppes,Coca Cola Beverages South Africa,PET,Soda,Beach-wood,7
2022-10-21,Cooee,Bevco - The Beverage Company,PET,Soda,Beach-wood,96
2022-10-21,Pepsi,Bevco - The Beverage Company,PET,Soda,Beach-wood,3
2022-10-21,aQuellé,Ekhamanzi Springs,PET,Water,Beach-wood,50
2022-10-21,Sunfoil,Willowton Group,PET,Sunflower Oil,Beach-wood,19
2022-10-21,Sunshine D,Willowton Group,PET,Food Container/Packaging,Beach-wood,0
2022-10-21,d'Lite,Willowton Group,PET,Sunflower Oil,Beach-wood,5
2022-10-21,d'Lite,Willowton Group,HDPE/PP,Food Container/Packaging,Beach-wood,0
2022-10-21,Smirnoff,Smirnoff,PET,Alcohol,Beach-wood,34
2022-10-21,NOLA,RCL Foods,PET,Food Container/Packaging,Beach-wood,15
2022-10-21,NOLA,RCL Foods,HDPE/PP,Food Container/Packaging,Beach-wood,0
2022-10-21,YUM YUM,RCL Foods,PET,Food Container/Packaging,Beach-wood,6
2022-10-21,YUM YUM,RCL Foods,HDPE/PP,Food Container/Packaging,Beach-wood,0
2022-10-21,Number 1,RCL Foods,HDPE/PP,Food Container/Packaging,Beach-wood,0
2022-10-21,PIEMAN'S,RCL Foods,PET,Food Container/Packaging,Beach-wood,0
2022-10-21,Checker's House Brand,Checker's,PET,Sunflower Oil,Beach-wood,3
2022-10-21,Checker's House Brand,Checker's,HDPE/PP,Food Container/Packaging,Beach-wood,0
2022-10-21,Gentle Magic,Gentle Magic,PET,Skin/Hair Products,Beach-wood,18
2022-10-21,Woolworths Food,Woolworths,PET,Juices,Beach-wood,5
2022-10-21,Woolworths Food,Woolworths,HDPE/PP,Food Container/Packaging,Beach-wood,0
2022-10-21,UnID Water,unidentifiable,PET,Water,Beach-wood,31
2022-10-21,UnID Oils,unidentifiable,PET,Sunflower Oil,Beach-wood,56
2022-10-21,PET,unidentifiable,PET,Container,Beach-wood,62
2022-10-21,UnID Medical,unidentifiable,HDPE/PP,Medical Container,Beach-wood,0
2022-10-21,DEO,DEO,HDPE/PP,Deodorant,Beach-wood,0
2022-10-21,Containers,Containers,HDPE/PP,Container,Beach-wood,0
2022-10-21,Buckets,Buckets,HDPE/PP,Bucket,Beach-wood,0
2022-10-21,OTHER,OTHER,HDPE/PP,Unidentifiable,Beach-wood,34
2022-10-21,Clover,Clover Industries LTD,PET,Juices,Beach-wood,18
2022-10-21,Clover,Clover Industries LTD,HDPE/PP,Milk,Beach-wood,0
2022-10-21,Tropika,Clover Industries LTD,PET,Juices,Beach-wood,19
2022-10-21,Tropika,Clover Industries LTD,HDPE/PP,Juices,Beach-wood,0
2022-10-21,Super M,Clover Industries LTD,HDPE,Milk,Beach-wood,0
2022-10-21,Quali,Clover Industries LTD,PET,Juices,Beach-wood,0
2022-10-21,Quali,Clover Industries LTD,HDPE/PP,Juices,Beach-wood,0
2022-10-21,Aquartz,Clover Industries LTD,PET,Water,Beach-wood,0
2022-10-21,Sip Up,Clover Industries LTD,HDPE,Milk,Beach-wood,0
2022-10-21,Go Nuts,Clover Industries LTD,HDPE,Food Container/Packaging,Beach-wood,0
2022-10-21,Daly's,Pioneer Foods,PET,Juices,Beach-wood,8
2022-10-21,Ceres,Pioneer Foods,NA,Juices,Beach-wood,0
2022-10-21,OROS,Tiger Brands,PET,Juices,Beach-wood,6
2022-10-21,Dolly Varden,Tiger Brands,PET,Skin/Hair Products,Beach-wood,2
2022-10-21,Dolly Varden,Tiger Brands,HDPE/PP,Skin/Hair Products,Beach-wood,0
2022-10-21,Hall's,Tiger Brands,PET,Juices,Beach-wood,0
2022-10-21,Energade,Tiger Brands,PET,Soda,Beach-wood,24
2022-10-21,Ingram's (The Skin Doctor),Tiger Brands,HDPE/PP,Skin/Hair Products,Beach-wood,0
2022-10-21,IJUBA,United National Breweries PTY LTD,HDPE/PP,Alcohol,Beach-wood,0
2022-10-21,Knorr,Unilever,HDPE/PP,Food Container/Packaging,Beach-wood,1
2022-10-21,dawn,Unilever,HDPE/PP,Deodorant,Beach-wood,0
2022-10-21,Domestos,Unilever,HDPE/PP,Cleaning Product,Beach-wood,1
2022-10-21,Dove,Unilever,HDPE/PP,Deodorant,Beach-wood,0
2022-10-21,Handy Andy,Unilever,HDPE/PP,Cleaning Product,Beach-wood,0
2022-10-21,Ola,Unilever,HDPE/PP,Food Container/Packaging,Beach-wood,1
2022-10-21,Shield,Unilever,HDPE/PP,Deodorant,Beach-wood,0
2022-10-21,Vaseline,Unilever,HDPE/PP,Skin/Hair Products,Beach-wood,13
2022-10-21,Brut,Unilever,HDPE/PP,Deodorant,Beach-wood,0
2022-10-21,OMO,Unilever,HDPE/PP,Cleaning Product,Beach-wood,0
2022-10-21,Comfort,Unilever,HDPE/PP,Cleaning Product,Beach-wood,0
2022-10-21,Sunlight,Unilever,PET,Cleaning Product,Beach-wood,4
2022-10-21,Orange Grove,Orange Grove,PET,Juices,Beach-wood,0
2022-10-21,Orange Grove,Orange Grove,HDPE/PP,Milk,Beach-wood,0
2022-10-21,Flora,Siqolo Foods,HDPE/PP,Food Container/Packaging,Beach-wood,0
2022-10-21,Rama,Siqolo Foods,HDPE/PP,Food Container/Packaging,Beach-wood,0
2022-10-21,Stork,Siqolo Foods,HDPE/PP,Food Container/Packaging,Beach-wood,0
2022-10-21,Rondo,Siqolo Foods,HDPE/PP,Food Container/Packaging,Beach-wood,0
2022-10-21,Clere,Amka Products,HDPE/PP,Skin/Hair Products,Beach-wood,13
2022-10-21,Easy Waves,Amka Products,HDPE/PP,Skin/Hair Products,Beach-wood,0
2022-10-21,Playboy/Playgirl,Amka Products,HDPE/PP,Deodorant,Beach-wood,0
2022-10-21,Shower to Shower,Amka Products,HDPE/PP,Skin/Hair Products,Beach-wood,0
2022-10-21,Sta-Sof-Fro,Amka Products,HDPE/PP,Skin/Hair Products,Beach-wood,0
2022-10-21,Stylin',Amka Products,HDPE/PP,Skin/Hair Products,Beach-wood,0
2022-10-21,NIVEA,Beiersdorf,HDPE/PP,Skin/Hair Products,Beach-wood,0
2022-10-21,Top Class,Kwaden Group (imana foods),HDPE/PP,Food Container/Packaging,Beach-wood,0
2022-10-21,parmalat,Lactalis,HDPE/PP,Milk,Beach-wood,0
2022-10-21,Mylan,Viatris,HDPE/PP,Medical Container,Beach-wood,0
2022-10-21,NTSU,Mr Snuff,HDPE/PP,Tobacco,Beach-wood,1
2022-10-21,Oh So Heavenly,wipro,HDPE/PP,Skin/Hair Products,Beach-wood,0
2022-10-21,Yogi Sip,danone,HDPE/PP,Milk,Beach-wood,1
2022-10-21,alpro,danone,HDPE/PP,Milk,Beach-wood,0
2022-10-21,Inkomazi,danone,HDPE/PP,Milk,Beach-wood,0
2022-10-21,NutriDay,danone,HDPE/PP,Milk,Beach-wood,0
2022-10-21,Spring Meadow Dairy Farm,Spring Meadow Dairy Farm,PET,Milk,Beach-wood,0
2022-10-21,NA,Spring Meadow Dairy Farm,HDPE/PP,Milk,Beach-wood,0
2022-10-21,Crystal Valley,Crystal Valley,HDPE/PP,Milk,Beach-wood,0
2022-10-21,MAZ,MAZ,PET,Juices,Beach-wood,4
2022-10-21,Wild Island,Wild Island,PET,Juices,Beach-wood,6
2022-10-21,Save Water,Save Water,PET,Water,Beach-wood,0
2022-10-21,Pot 'o' Gold,Pot 'o' Gold,PET,Food Container/Packaging,Beach-wood,0
2022-10-21,Diamond Perlé,Diamond Perlé,PET,Water,Beach-wood,6
2022-10-21,Cappy,Coca Cola Beverages South Africa,PET,Juices,Beach-wood,1
2022-10-21,Bramley,Bramley,PET,Juices,Beach-wood,0
2022-10-21,Bramley,Bramley,HDPE/PP,Food Container/Packaging,Beach-wood,0
2022-10-21,Still Thirsti,Still Thirsti,PET,Water,Beach-wood,5
2022-10-21,Large Gas Containers,Miscellaneous,HDPE/PP,Container,Beach-wood,0
2022-10-21,Jabulani,Amasi,HDPE/PP,Milk,Beach-wood,0
2022-10-21,Gandour,OTHER,HDPE/PP,Food Container/Packaging,Beach-wood,0
2022-10-21,AVON,OTHER,HDPE/PP,Skin/Hair Products,Beach-wood,0
2022-10-21,Caro Light,OTHER,HDPE/PP,Skin/Hair Products,Beach-wood,0
2022-10-21,Mitchum,OTHER,HDPE/PP,Deodorant,Beach-wood,0
2022-10-21,Garnier,OTHER,HDPE/PP,Skin/Hair Products,Beach-wood,0
2022-10-21,Skin Clinic,OTHER,HDPE/PP,Skin/Hair Products,Beach-wood,0
2022-10-21,Hetero Drugs South Africa,OTHER,HDPE/PP,Medical Container,Beach-wood,0
2022-10-21,Cipla,OTHER,HDPE/PP,Medical Container,Beach-wood,0
2022-10-21,MPACT,OTHER,HDPE/PP,Container,Beach-wood,0
2022-10-21,mondi,OTHER,HDPE/PP,Container,Beach-wood,0
2022-10-21,Dettol,OTHER,PET,Skin/Hair Products,Beach-wood,0
2022-10-21,Nestlé,OTHER,HDPE/PP,Food Container/Packaging,Beach-wood,1
2022-10-21,Johnson's,OTHER,PET,Medical Container,Beach-wood,0
2022-10-21,Sir Fruit,OTHER,PET,Juices,Beach-wood,0
2022-10-21,Lucozade,OTHER,PET,Soda,Beach-wood,3
2022-10-21,Wimpy,OTHER,HDPE/PP,Food Container/Packaging,Beach-wood,0
2022-10-21,Check Value Sun Oil,OTHER,PET,Sunflower Oil,Beach-wood,3
2022-10-21,Check Value Washing,OTHER,PET,Cleaning Product,Beach-wood,0
2022-10-21,Check Value,OTHER,HDPE/PP,Food Container/Packaging,Beach-wood,0
2022-10-21,Twizza,OTHER,PET,Soda,Beach-wood,0
2022-10-21,Spar,OTHER,HDPE/PP,Food Container/Packaging,Beach-wood,4
2022-10-21,We are AQUA,OTHER,PET,Water,Beach-wood,0
2022-10-21,One-Juice,OTHER,PET,Juices,Beach-wood,0
2022-10-21,Indlovu,OTHER,PET,Alcohol,Beach-wood,0
2022-10-21,Safola,OTHER,PET,Sunflower Oil,Beach-wood,4
2022-10-21,Clicks,OTHER,PET,Skin/Hair Products,Beach-wood,0
2022-10-21,Sunola,OTHER,PET,Sunflower Oil,Beach-wood,2
2022-10-21,Rider's Vodka,OTHER,PET,Alcohol,Beach-wood,4
2022-10-21,Volutrip,OTHER,HDPE/PP,Medical Container,Beach-wood,0
2022-10-21,Swiss Yoghurt,OTHER,HDPE/PP,Food Container/Packaging,Beach-wood,0
2022-10-21,Lancewood,OTHER,HDPE/PP,Food Container/Packaging,Beach-wood,0
2022-10-21,Pick n Pay,OTHER,HDPE/PP,Food Container/Packaging,Beach-wood,0
2022-10-21,Dairymaid,OTHER,HDPE/PP,Milk,Beach-wood,0
2022-10-21,Castrol,OTHER,HDPE/PP,Container,Beach-wood,0
2022-10-21,Rainbow,OTHER,HDPE/PP,Container,Beach-wood,0
2022-10-21,Plascon,OTHER,HDPE/PP,Bucket,Beach-wood,0
2022-10-21,Revlon,OTHER,HDPE/PP,Skin/Hair Products,Beach-wood,0
2022-10-21,shell,OTHER,HDPE/PP,Container,Beach-wood,0
2022-10-21,Natural flow,OTHER,HDPE/PP,Food Container/Packaging,Beach-wood,0
2022-10-21,Safripol,OTHER,PET,Container,Beach-wood,0
2022-10-21,Ideal,OTHER,PET,Sunflower Oil,Beach-wood,1.5
2022-10-21,a h g,OTHER,PET,Water,Beach-wood,1.5
2022-10-21,Sunglo,OTHER,PET,Container,Beach-wood,1.5
2022-10-21,perfect water,OTHER,PET,Water,Beach-wood,1.5
2022-10-21,telepoint,OTHER,PET,Cleaning Product,Beach-wood,1.5
2022-10-21,Safola,OTHER,PET,Sunflower Oil,Beach-wood,1.5
2022-10-21,food lover's,OTHER,PET,Food Container/Packaging,Beach-wood,1.5
2022-10-21,Refreshhh,OTHER,PET,Soda,Beach-wood,1.5
2022-10-21,Appletiser,OTHER,PET,Juices,Beach-wood,1.5
2022-10-21,Brookes,OTHER,PET,Juices,Beach-wood,1.5
2022-10-21,mr sheen,OTHER,PET,Cleaning Product,Beach-wood,1.5
2022-10-21,Pure Refresh,OTHER,PET,Water,Beach-wood,1.5
2022-10-21,h2o,OTHER,PET,Water,Beach-wood,1.5
2022-10-21,Mama's,OTHER,PET,Food Container/Packaging,Beach-wood,1.5
2022-10-21,Liqui Fruit,OTHER,PET,Juices,Beach-wood,1.5
2022-10-21,al-imdaad foundation,OTHER,PET,Water,Beach-wood,1.5
2022-10-21,stihl,OTHER,PET,Unidentifiable,Beach-wood,1.5
2022-10-21,Clicks,OTHER,PET,Medical Container,Beach-wood,1.5
2022-10-21,it's not made in china,OTHER,PET,Water,Beach-wood,1.5
2022-10-21,Powa,OTHER,PET,Unidentifiable,Beach-wood,1.5
2022-10-21,Simple Truth,OTHER,PET,Food Container/Packaging,Beach-wood,1.5
2022-10-21,Indlovu,OTHER,PET,Alcohol,Beach-wood,1.5
2022-10-21,prisma,OTHER,PET,Water,Beach-wood,1.5
2022-10-21,Robertsons,OTHER,PET,Food Container/Packaging,Beach-wood,1.5
2022-10-21,aquanow,OTHER,PET,Water,Beach-wood,1.5
2022-10-21,m natural spring water,OTHER,PET,Water,Beach-wood,1.5
2022-10-21,caxi,OTHER,PET,Unidentifiable,Beach-wood,1.5
2022-10-21,just,OTHER,PET,Food Container/Packaging,Beach-wood,1.5
2022-10-21,just for baby's,OTHER,PET,Container,Beach-wood,1.5
2022-10-21,petrol,OTHER,PET,Container,Beach-wood,1.5
2022-10-21,Tim Jan,OTHER,PET,Soda,Beach-wood,1.5
2022-10-21,All Gold,OTHER,PET,Food Container/Packaging,Beach-wood,1.5
2022-10-21,condense,OTHER,PET,Water,Beach-wood,1.5
2022-10-21,security,OTHER,PET,Water,Beach-wood,1.5
2022-10-21,p2 water,OTHER,PET,Water,Beach-wood,1.5
2022-10-21,kara nichka's,OTHER,PET,Food Container/Packaging,Beach-wood,1.5
2022-10-21,Purified Water,OTHER,PET,Water,Beach-wood,1.5
2022-10-21,nature-e,OTHER,PET,Skin/Hair Products,Beach-wood,1.5
2022-10-21,gangotri gangajal,OTHER,PET,Water,Beach-wood,1.5
2022-10-21,nd,OTHER,PET,Unidentifiable,Beach-wood,1.5
2022-10-21,Wild Island,OTHER,PET,Juices,Beach-wood,1.5
2022-10-21,de novo,OTHER,PET,Water,Beach-wood,1.5
2022-10-21,merida,OTHER,PET,Unidentifiable,Beach-wood,1.5
2022-10-21,ovaltine,OTHER,PET,Food Container/Packaging,Beach-wood,1.5
2022-10-21,meltons,OTHER,PET,Sunflower Oil,Beach-wood,1.5
2022-10-21,fresh stop,OTHER,PET,Water,Beach-wood,1.5
2022-10-21,McDonald's,OTHER,PET,Food Container/Packaging,Beach-wood,1.5
2022-10-21,Glaceau,OTHER,PET,Soda,Beach-wood,1.5
2022-10-21,red lable,OTHER,PET,Alcohol,Beach-wood,1.5
2022-10-21,Eastern Highlands,OTHER,PET,Water,Beach-wood,1.5
2022-10-21,Quick Shop & Co,OTHER,PET,Food Container/Packaging,Beach-wood,1.5
2022-10-21,island,OTHER,PET,Water,Beach-wood,1.5
2022-10-21,Sip Up,OTHER,PET,Soda,Beach-wood,1.5
2022-10-21,evian,OTHER,PET,Water,Beach-wood,1.5
2022-10-21,divine juice,OTHER,PET,Juices,Beach-wood,1.5
2022-10-21,umgeni water,OTHER,PET,Water,Beach-wood,1.5
2022-10-21,Wild Island,OTHER,PET,Juices,Beach-wood,1.5
2022-10-21,gap,OTHER,PET,Water,Beach-wood,1.5
2022-10-21,Nature's Buzz,OTHER,PET,Food Container/Packaging,Beach-wood,1.5
2022-10-21,Hercules,OTHER,PET,Skin/Hair Products,Beach-wood,1.5
2022-10-21,vick's,OTHER,PET,Skin/Hair Products,Beach-wood,1.5
2022-10-21,Johnson's,OTHER,PET,Medical Container,Beach-wood,1.5
2022-10-21,fresh mark,OTHER,PET,Food Container/Packaging,Beach-wood,1.5
2022-10-21,inyonzo,OTHER,PET,Unidentifiable,Beach-wood,1.5
2022-10-21,opuer,OTHER,PET,Unidentifiable,Beach-wood,1.5
2022-10-21,marula,OTHER,PET,Alcohol,Beach-wood,1.5
2022-10-21,Bramley,OTHER,PET,Skin/Hair Products,Beach-wood,1.5
2022-10-21,Good Stuff,OTHER,PET,Skin/Hair Products,Beach-wood,1.5
2022-10-21,Ubuhle,OTHER,PET,Skin/Hair Products,Beach-wood,1.5
2022-10-21,Black Chic,OTHER,PET,Skin/Hair Products,Beach-wood,1.5
2022-10-21,ominas,OTHER,PET,Unidentifiable,Beach-wood,1.5
2022-10-21,Savlon,OTHER,PET,Skin/Hair Products,Beach-wood,1.5
2022-10-21,KFC,OTHER,PET,Food Container/Packaging,Beach-wood,1.5
2022-10-25,Coca Cola Beverages South Africa,Coca Cola Beverages South Africa,PET,Soda,Beach-wood,0
2022-10-25,Twist,Coca Cola Beverages South Africa,PET,Soda,Beach-wood,1
2022-10-25,Stoney,Coca Cola Beverages South Africa,PET,Soda,Beach-wood,0
2022-10-25,Sprite,Coca Cola Beverages South Africa,PET,Soda,Beach-wood,0
2022-10-25,Powerade,Coca Cola Beverages South Africa,PET,Soda,Beach-wood,0
2022-10-25,Fanta,Coca Cola Beverages South Africa,PET,Soda,Beach-wood,1
2022-10-25,bonaqua,Coca Cola Beverages South Africa,PET,Water,Beach-wood,0
2022-10-25,Spar-Letta,Coca Cola Beverages South Africa,PET,Water,Beach-wood,0
2022-10-25,Valpré Spring Water,Coca Cola Beverages South Africa,PET,Water,Beach-wood,0
2022-10-25,Schweppes,Coca Cola Beverages South Africa,PET,Soda,Beach-wood,0
2022-10-25,Cooee,Bevco - The Beverage Company,PET,Soda,Beach-wood,0
2022-10-25,Pepsi,Bevco - The Beverage Company,PET,Soda,Beach-wood,0
2022-10-25,aQuellé,Ekhamanzi Springs,PET,Water,Beach-wood,0
2022-10-25,Sunfoil,Willowton Group,PET,Sunflower Oil,Beach-wood,0
2022-10-25,Sunshine D,Willowton Group,PET,Food Container/Packaging,Beach-wood,0
2022-10-25,d'Lite,Willowton Group,PET,Sunflower Oil,Beach-wood,0
2022-10-25,d'Lite,Willowton Group,HDPE/PP,Food Container/Packaging,Beach-wood,1
2022-10-25,Smirnoff,Smirnoff,PET,Alcohol,Beach-wood,1
2022-10-25,NOLA,RCL Foods,PET,Food Container/Packaging,Beach-wood,0
2022-10-25,NOLA,RCL Foods,HDPE/PP,Food Container/Packaging,Beach-wood,1
2022-10-25,YUM YUM,RCL Foods,PET,Food Container/Packaging,Beach-wood,0
2022-10-25,YUM YUM,RCL Foods,HDPE/PP,Food Container/Packaging,Beach-wood,1
2022-10-25,Number 1,RCL Foods,HDPE/PP,Food Container/Packaging,Beach-wood,0
2022-10-25,PIEMAN'S,RCL Foods,PET,Food Container/Packaging,Beach-wood,0
2022-10-25,Checker's House Brand,Checker's,PET,Sunflower Oil,Beach-wood,0
2022-10-25,Checker's House Brand,Checker's,HDPE/PP,Food Container/Packaging,Beach-wood,0
2022-10-25,Gentle Magic,Gentle Magic,PET,Skin/Hair Products,Beach-wood,0
2022-10-25,Woolworths Food,Woolworths,PET,Juices,Beach-wood,0
2022-10-25,Woolworths Food,Woolworths,HDPE/PP,Food Container/Packaging,Beach-wood,0
2022-10-25,UnID Water,unidentifiable,PET,Water,Beach-wood,0
2022-10-25,UnID Oils,unidentifiable,PET,Sunflower Oil,Beach-wood,1
2022-10-25,PET,unidentifiable,PET,Container,Beach-wood,1
2022-10-25,UnID Medical,unidentifiable,HDPE/PP,Medical Container,Beach-wood,36
2022-10-25,DEO,DEO,HDPE/PP,Deodorant,Beach-wood,4
2022-10-25,Containers,Containers,HDPE/PP,Container,Beach-wood,0
2022-10-25,Buckets,Buckets,HDPE/PP,Bucket,Beach-wood,0
2022-10-25,OTHER,OTHER,HDPE/PP,Unidentifiable,Beach-wood,69
2022-10-25,Clover,Clover Industries LTD,PET,Juices,Beach-wood,0
2022-10-25,Clover,Clover Industries LTD,HDPE/PP,Milk,Beach-wood,32
2022-10-25,Tropika,Clover Industries LTD,PET,Juices,Beach-wood,0
2022-10-25,Tropika,Clover Industries LTD,HDPE/PP,Juices,Beach-wood,3
2022-10-25,Super M,Clover Industries LTD,HDPE,Milk,Beach-wood,0
